sbd,toan,ngu_van,ngoai_ngu,li,hoa,sinh,lich_su,dia_ly,gdcd
02000733,5.60,7.50,-1,4.00,5.00,5.75,-1,-1,-1,
02000734,8.00,6.00,-1,8.00,8.50,6.25,-1,-1,-1,
02000735,9.00,8.25,8.80,-1,-1,-1,7.25,8.50,8.25,
02000736,8.40,7.75,-1,8.00,8.75,7.00,-1,-1,-1,
02000737,7.80,7.25,8.40,-1,-1,-1,6.50,6.75,7.50,
02000738,8.00,5.25,-1,5.50,8.00,5.50,-1,-1,-1,
02000739,8.60,6.00,-1,6.75,8.75,6.75,-1,-1,-1,
02000740,7.40,6.00,-1,6.75,6.00,6.00,-1,-1,-1,
02000741,7.20,7.75,10.00,-1,-1,-1,9.50,9.50,9.00,
02000742,6.60,7.25,8.60,-1,-1,-1,7.25,7.25,8.75,
02000743,7.80,6.75,9.60,-1,-1,-1,7.25,8.75,9.00,
02000744,8.60,7.00,-1,7.00,7.50,5.00,-1,-1,-1,
02000745,6.80,7.75,-1,6.75,5.00,6.25,-1,-1,-1,
02000746,7.40,7.00,10.00,-1,-1,-1,9.00,8.50,8.50,
02000747,5.40,6.75,6.20,-1,-1,-1,4.50,7.00,8.75,
02000748,5.00,3.75,-1,4.75,6.00,5.75,-1,-1,-1,
02000749,7.00,6.00,-1,6.50,6.00,5.50,-1,-1,-1,
02000750,6.40,6.75,7.80,5.75,3.25,6.00,-1,-1,-1,
02000751,8.80,7.25,-1,7.50,7.75,5.75,-1,-1,-1,
02000752,8.20,8.50,9.20,-1,-1,-1,8.50,8.25,9.00,
02000753,7.80,6.00,7.80,4.00,7.50,8.00,-1,-1,-1,
02000754,6.60,6.75,6.80,-1,-1,-1,7.00,7.75,8.50,
02000755,7.80,6.75,7.60,-1,-1,-1,7.25,7.00,8.50,
02000756,9.40,6.50,9.40,8.25,8.25,7.00,-1,-1,-1,
02000757,7.80,5.00,6.80,5.75,6.75,6.25,-1,-1,-1,
02000758,8.60,6.50,9.60,8.25,6.25,6.25,-1,-1,-1,
02000759,8.80,5.25,9.00,3.00,6.50,4.00,-1,-1,-1,
02000760,7.60,6.50,-1,8.75,9.25,6.50,-1,-1,-1,
02000761,8.20,4.50,-1,5.50,8.25,7.25,-1,-1,-1,
02000762,7.80,7.75,8.60,4.75,7.75,5.75,-1,-1,-1,
02000763,5.60,6.25,6.40,-1,-1,-1,5.00,7.25,8.75,
02000764,7.20,8.25,8.00,-1,-1,-1,8.00,7.75,7.50,
02000765,8.60,7.25,9.60,-1,-1,-1,8.25,7.75,8.75,
02000766,8.80,6.50,-1,6.25,9.00,8.75,-1,-1,-1,
02000767,8.40,8.25,7.60,5.25,8.25,7.00,-1,-1,-1,
02000768,9.00,7.75,9.40,4.25,8.25,5.75,-1,-1,-1,
02000769,8.40,7.00,9.60,-1,-1,-1,7.25,8.50,9.00,
02000770,7.60,6.50,8.60,6.75,6.00,6.25,-1,-1,-1,
02000771,8.80,8.75,9.80,-1,-1,-1,8.25,9.00,9.00,
02000772,7.80,8.00,9.00,-1,-1,-1,8.75,6.75,9.00,
02000773,8.80,6.25,9.40,5.75,9.00,8.25,-1,-1,-1,
02000774,6.20,7.50,9.20,-1,-1,-1,7.75,6.50,8.75,
02000775,8.20,6.50,8.80,5.25,9.00,7.50,-1,-1,-1,
02000776,7.80,7.00,5.80,7.50,7.50,7.25,-1,-1,-1,
02000777,3.80,5.50,4.60,4.50,5.50,5.75,-1,-1,-1,
02000778,5.80,5.75,7.80,3.50,3.50,2.75,-1,-1,-1,
02000779,2.80,7.25,8.20,-1,-1,-1,5.75,7.25,8.00,
02000780,8.20,3.25,9.80,7.50,4.75,5.50,-1,-1,-1,
02000781,6.80,6.25,8.40,4.50,7.00,5.50,-1,-1,-1,
02000782,7.80,6.25,9.00,4.75,8.75,8.75,-1,-1,-1,
02000783,8.80,7.75,9.00,7.50,6.50,7.25,-1,-1,-1,
02000784,5.40,4.50,3.60,-1,-1,-1,6.00,6.25,8.00,
02000785,5.20,6.25,7.60,4.00,4.75,5.00,-1,-1,-1,
02000786,5.40,6.75,6.20,-1,-1,-1,10.00,8.75,7.75,
02000787,6.80,7.25,-1,6.25,7.50,7.00,-1,-1,-1,
02000788,5.40,7.25,4.60,-1,-1,-1,5.75,8.00,8.00,
02000789,8.40,8.00,9.20,-1,-1,-1,8.25,8.75,7.50,
02000790,8.60,8.25,-1,3.50,8.75,8.50,-1,-1,-1,
02000791,8.20,5.75,9.80,7.00,7.50,7.00,-1,-1,-1,
02000792,8.20,6.50,-1,6.75,7.75,4.75,-1,-1,-1,
02000793,5.00,7.25,9.00,-1,-1,-1,8.00,7.75,8.50,
02000794,7.00,7.00,-1,-1,-1,-1,8.25,8.00,8.25,
02000795,6.80,7.00,8.80,-1,-1,-1,7.00,6.75,7.50,
02000796,8.00,8.50,9.20,-1,-1,-1,7.50,7.25,9.00,
02000797,8.40,7.50,8.00,5.75,8.50,7.50,-1,-1,-1,
02000798,6.40,6.00,7.40,-1,-1,-1,8.25,6.75,8.75,
02000799,7.00,6.25,9.00,-1,-1,-1,7.50,8.50,7.50,
02000800,3.80,5.50,3.00,-1,-1,-1,3.50,5.25,6.50,
02000801,6.60,6.75,8.20,4.00,5.00,7.25,-1,-1,-1,
02000802,8.00,6.75,8.80,-1,-1,-1,6.75,6.50,7.25,
02000803,7.00,8.00,8.40,-1,-1,-1,5.25,6.75,8.75,
02000804,8.20,7.75,8.20,6.50,6.00,7.00,-1,-1,-1,
02000805,9.00,7.50,8.80,7.25,6.75,6.25,-1,-1,-1,
02000806,7.00,7.00,9.40,-1,-1,-1,7.25,7.50,8.00,
02000807,8.20,6.75,9.80,7.00,8.25,8.00,-1,-1,-1,
02000808,7.20,7.00,-1,7.50,7.75,7.50,-1,-1,-1,
02000809,8.80,7.25,10.00,8.00,5.50,5.50,-1,-1,-1,
02000810,8.20,5.75,-1,4.50,9.25,9.75,-1,-1,-1,
02000811,8.00,6.75,9.60,7.50,4.25,4.25,-1,-1,-1,
02000812,8.20,6.00,8.60,6.25,4.25,5.00,-1,-1,-1,
02000813,8.80,6.50,7.80,7.75,8.75,5.50,-1,-1,-1,
02000814,8.60,6.00,8.80,7.75,9.00,6.75,-1,-1,-1,
02000815,7.60,5.50,9.60,-1,-1,-1,6.00,7.50,8.25,
02000816,7.60,9.00,9.40,-1,-1,-1,7.75,8.75,8.50,
02000817,7.60,6.50,7.00,-1,-1,-1,7.00,6.00,7.75,
02000818,7.20,8.00,9.60,7.00,7.50,7.50,-1,-1,-1,
02000819,8.00,7.25,8.00,6.25,8.25,8.50,-1,-1,-1,
02000820,8.60,8.00,8.60,3.75,8.00,8.25,-1,-1,-1,
02000821,6.80,6.50,-1,-1,-1,-1,8.50,7.50,8.50,
02000822,7.40,5.25,8.60,4.75,4.50,4.75,-1,-1,-1,
02000823,8.40,5.75,8.20,8.00,9.25,6.25,-1,-1,-1,
02000824,9.00,4.50,-1,5.00,9.75,9.50,-1,-1,-1,
02000825,7.60,8.00,8.40,8.25,6.00,6.75,-1,-1,-1,
02000826,8.20,8.75,9.60,-1,-1,-1,7.75,9.25,9.25,
02000827,7.00,6.75,8.40,-1,-1,-1,7.25,6.75,9.25,
02000828,8.60,7.50,-1,6.50,9.00,9.00,-1,-1,-1,
02000829,8.00,8.25,8.60,6.75,5.75,4.50,-1,-1,-1,
02000830,9.00,6.75,-1,-1,-1,-1,7.50,9.25,8.75,
02000831,7.40,7.75,-1,7.00,7.75,6.25,-1,-1,-1,
02000832,8.20,6.50,8.00,6.75,7.50,5.25,-1,-1,-1,
02000833,7.80,6.00,7.20,6.50,7.00,6.00,-1,-1,-1,
02000834,7.40,8.75,8.20,6.25,4.75,5.25,-1,-1,-1,
02000835,8.80,4.50,8.20,6.50,7.25,5.00,-1,-1,-1,
02000836,8.00,7.25,4.80,8.50,8.00,7.25,-1,-1,-1,
02000837,7.40,7.50,8.40,-1,-1,-1,7.00,7.50,9.00,
02000838,4.60,6.50,3.20,-1,-1,-1,4.50,5.50,6.75,
02000839,6.60,8.00,7.60,-1,-1,-1,7.75,7.50,8.75,
02000840,9.00,6.75,9.60,5.00,9.00,9.00,-1,-1,-1,
02000841,7.60,8.50,9.00,-1,-1,-1,7.00,7.50,7.50,
02000842,7.60,7.75,8.20,6.25,8.00,6.25,-1,-1,-1,
02000843,7.40,8.00,9.20,-1,-1,-1,7.50,8.75,8.25,
02000844,7.40,8.00,9.00,-1,-1,-1,7.50,6.75,8.00,
02000845,7.20,8.00,-1,-1,-1,-1,5.75,7.25,8.50,
02000846,7.40,8.75,-1,-1,-1,-1,7.50,7.75,9.50,
02000847,7.60,8.25,7.60,-1,-1,-1,7.00,7.50,7.25,
02000848,8.00,7.50,8.40,8.00,8.25,6.00,-1,-1,-1,
02000849,8.00,6.75,6.00,2.75,8.25,8.25,-1,-1,-1,
02000850,8.60,8.00,9.00,7.00,4.50,5.25,-1,-1,-1,
02000851,6.60,6.50,-1,-1,-1,-1,5.75,7.25,7.25,
02000852,7.20,8.25,7.80,-1,-1,-1,7.00,7.00,9.75,
02000853,7.80,6.00,8.40,8.00,4.00,3.75,-1,-1,-1,
02000854,7.40,4.50,5.40,6.00,7.50,6.00,-1,-1,-1,
02000855,7.80,4.50,-1,6.50,7.25,7.75,-1,-1,-1,
02000856,6.40,6.50,7.80,-1,-1,-1,8.00,8.75,9.25,
02000857,7.80,7.50,-1,-1,-1,-1,7.00,6.75,9.25,
02000858,6.40,5.75,8.40,6.00,4.25,6.00,-1,-1,-1,
02000859,8.80,6.25,9.20,8.00,7.25,7.25,-1,-1,-1,
02000860,6.80,4.00,-1,6.25,5.00,4.25,-1,-1,-1,
02000861,8.00,6.00,6.80,7.75,8.00,4.75,-1,-1,-1,
02000862,6.60,5.50,9.40,5.50,4.25,4.50,-1,-1,-1,
02000863,7.40,5.25,6.80,5.50,5.75,5.50,-1,-1,-1,
02000864,7.40,8.00,-1,6.00,8.25,7.25,-1,-1,-1,
02000865,7.60,7.50,7.40,-1,-1,-1,7.25,7.00,8.75,
02000866,7.80,8.00,8.80,4.50,9.00,9.25,-1,-1,-1,
02000867,7.60,7.25,9.20,6.75,8.50,4.75,-1,-1,-1,
02000868,7.60,7.75,5.00,7.25,6.75,7.50,-1,-1,-1,
02000869,7.40,7.50,6.40,-1,-1,-1,8.00,7.00,8.50,
02000870,8.40,7.00,8.40,8.00,8.25,6.25,-1,-1,-1,
02000871,6.40,6.75,7.60,4.25,6.25,4.00,-1,-1,-1,
02000872,8.40,7.00,8.60,2.75,9.75,8.25,-1,-1,-1,
02000873,6.20,6.00,5.80,-1,-1,-1,7.50,7.25,8.25,
02000874,5.20,5.50,8.80,-1,-1,-1,5.75,6.75,5.25,
02000875,7.20,6.00,6.20,7.25,5.75,5.50,-1,-1,-1,
02000876,9.00,7.00,6.60,-1,-1,-1,7.75,8.25,8.25,
02000877,7.40,7.50,9.80,4.50,3.75,6.00,-1,-1,-1,
02000878,7.40,3.75,9.00,4.25,4.25,4.00,-1,-1,-1,
02000879,7.80,5.75,8.60,5.50,6.50,6.50,-1,-1,-1,
02000880,5.00,7.50,6.60,4.00,5.75,5.00,-1,-1,-1,
02000881,7.60,7.75,9.20,-1,-1,-1,9.00,7.25,8.50,
02000882,6.20,6.00,7.60,-1,-1,-1,7.50,7.25,8.75,
02000883,8.20,7.75,7.20,8.50,9.00,5.50,-1,-1,-1,
02000884,7.80,5.75,-1,5.25,8.00,8.50,-1,-1,-1,
02000885,8.00,6.25,8.40,3.50,8.25,8.50,-1,-1,-1,
02000886,7.40,7.00,-1,3.75,6.25,6.50,-1,-1,-1,
02000887,8.80,8.25,8.60,4.75,8.00,8.75,-1,-1,-1,
02000888,7.60,4.75,7.00,3.25,4.25,4.75,-1,-1,-1,
02000889,7.60,7.25,9.40,5.50,4.75,5.50,-1,-1,-1,
02000890,7.00,4.50,8.00,-1,-1,-1,7.25,7.50,8.75,
02000891,7.60,6.50,9.20,7.50,5.50,6.50,-1,-1,-1,
02000892,7.80,9.00,9.00,-1,-1,-1,7.75,9.00,9.00,
02000893,8.80,5.75,9.00,-1,-1,-1,8.25,8.50,9.50,
02000894,6.80,6.00,-1,-1,-1,-1,6.25,6.50,7.50,
02000895,8.40,7.50,8.40,6.75,5.75,6.50,-1,-1,-1,
02000896,8.20,6.00,9.60,7.75,6.25,5.50,-1,-1,-1,
02000897,6.40,6.25,7.80,-1,-1,-1,6.00,7.75,8.00,
02000898,5.80,7.25,-1,-1,-1,-1,8.50,8.50,9.00,
02000899,7.80,7.75,9.40,-1,-1,-1,8.25,8.50,9.00,
02000900,7.40,7.50,4.80,4.50,7.25,7.00,-1,-1,-1,
02000901,6.80,8.00,8.20,-1,-1,-1,7.25,6.75,8.50,
02000902,8.20,8.00,9.40,-1,-1,-1,7.00,8.00,8.00,
02000903,8.20,7.25,-1,6.25,8.00,6.50,-1,-1,-1,
02000904,7.80,8.25,9.20,6.50,7.75,6.00,-1,-1,-1,
02000905,8.60,6.50,8.00,8.25,5.25,6.75,-1,-1,-1,
02000906,7.20,6.50,3.80,7.00,6.00,4.50,-1,-1,-1,
02000907,7.00,7.50,9.20,4.00,7.50,7.50,-1,-1,-1,
02000908,7.00,8.25,6.40,-1,-1,-1,7.00,7.50,8.25,
02000909,8.20,7.50,8.40,7.00,6.50,7.00,-1,-1,-1,
02000910,7.80,7.50,8.80,7.75,5.25,6.00,-1,-1,-1,
02000911,8.60,8.75,9.20,-1,-1,-1,9.25,9.00,9.25,
02000912,6.80,8.00,8.40,-1,-1,-1,6.50,7.25,8.75,
02000913,6.00,8.25,-1,-1,-1,-1,5.75,7.50,9.25,
02000914,6.60,5.50,8.80,6.00,4.50,4.75,-1,-1,-1,
02000915,8.60,6.50,8.80,4.25,8.75,8.50,-1,-1,-1,
02000916,7.20,8.00,-1,-1,-1,-1,7.00,8.50,8.25,
02000917,7.00,6.25,7.20,-1,-1,-1,4.25,6.00,6.75,
02000918,9.40,7.00,8.60,6.50,5.50,7.75,-1,-1,-1,
02000919,8.20,3.50,6.20,7.75,8.00,4.50,-1,-1,-1,
02000920,7.60,7.50,5.80,6.75,3.25,5.00,-1,-1,-1,
02000921,8.40,8.00,8.40,8.00,7.00,6.50,-1,-1,-1,
02000922,8.00,8.00,8.80,-1,-1,-1,6.00,6.25,8.50,
02000923,8.00,7.25,7.40,5.75,7.50,7.00,-1,-1,-1,
02000924,8.20,8.50,8.60,2.50,8.50,7.50,-1,-1,-1,
02000925,8.00,5.25,8.80,8.25,3.00,6.00,-1,-1,-1,
02000926,8.00,7.25,9.60,-1,-1,-1,7.25,8.75,8.50,
02000927,3.60,4.75,2.40,-1,-1,-1,7.25,6.00,8.25,
02000928,5.80,7.25,8.00,-1,-1,-1,8.25,7.75,8.00,
02000929,7.80,8.25,8.60,5.50,8.50,6.00,-1,-1,-1,
02000930,7.80,6.25,8.00,6.00,8.75,6.50,-1,-1,-1,
02000931,6.20,6.25,-1,-1,-1,-1,7.50,8.00,9.00,
02000932,8.00,8.00,9.00,-1,-1,-1,9.00,8.50,8.75,
02000933,7.60,6.00,7.00,-1,-1,-1,6.50,7.75,8.50,
02000934,7.80,7.75,7.40,8.50,7.00,5.00,-1,-1,-1,
02000935,7.00,7.75,8.60,-1,-1,-1,8.50,8.50,8.75,
02000936,6.80,8.25,7.00,4.25,6.75,7.50,-1,-1,-1,
02000937,7.00,7.00,6.80,-1,-1,-1,5.25,6.00,7.25,
02000938,6.00,6.25,3.80,-1,-1,-1,8.50,6.75,8.75,
02000939,7.80,7.50,8.80,-1,-1,-1,6.50,7.00,8.00,
02000940,8.20,7.50,9.20,2.75,7.00,7.75,-1,-1,-1,
02000941,6.80,7.50,8.40,7.25,4.25,5.00,-1,-1,-1,
02000942,8.00,5.75,9.40,7.00,5.00,5.00,-1,-1,-1,
02000943,8.00,6.25,-1,4.25,7.75,6.00,-1,-1,-1,
02000944,6.00,7.25,8.20,-1,-1,-1,6.25,7.75,9.00,
02000945,7.20,8.25,7.40,-1,-1,-1,6.25,6.50,8.25,
02000946,8.60,7.50,8.80,8.50,8.50,7.25,-1,-1,-1,
02000947,7.20,8.00,8.60,5.75,5.50,4.75,-1,-1,-1,
02000948,7.00,8.00,8.00,-1,-1,-1,7.75,7.50,9.25,
02000949,7.80,6.50,6.60,5.50,7.00,6.00,-1,-1,-1,
02000950,8.20,6.75,8.40,3.00,4.75,5.00,-1,-1,-1,
02000951,7.60,9.00,9.60,-1,-1,-1,7.50,8.25,9.00,
02000952,8.20,7.50,-1,4.25,8.75,8.25,-1,-1,-1,
02000953,7.80,7.50,8.80,-1,-1,-1,7.75,8.00,9.00,
02000954,6.60,7.75,8.40,-1,-1,-1,8.25,7.50,9.25,
02000955,6.80,6.00,-1,5.00,5.25,6.50,-1,-1,-1,
02000956,5.80,6.75,5.00,-1,-1,-1,3.50,5.50,6.25,
02000957,4.40,5.25,3.00,2.50,3.00,5.25,-1,-1,-1,
02000958,8.20,7.75,9.60,5.75,9.25,9.25,-1,-1,-1,
02000959,7.40,8.25,8.80,-1,-1,-1,7.50,7.50,7.50,
02000960,9.00,5.50,8.80,8.00,4.75,5.00,-1,-1,-1,
02000961,7.40,7.00,7.20,6.25,7.00,4.75,-1,-1,-1,
02000962,8.20,6.25,-1,6.75,7.25,6.50,-1,-1,-1,
02000963,6.00,5.25,3.80,-1,-1,-1,4.50,4.50,7.25,
02000964,8.80,6.75,8.00,6.50,5.25,7.00,-1,-1,-1,
02000965,7.00,6.75,7.60,-1,-1,-1,5.50,5.75,6.50,
02000966,7.40,7.25,7.40,7.00,8.50,5.75,-1,-1,-1,
02000967,7.60,6.50,8.20,4.25,3.75,6.25,-1,-1,-1,
02000968,6.40,6.00,8.40,-1,-1,-1,7.25,7.00,8.25,
02000969,6.40,7.50,6.40,-1,-1,-1,6.50,6.25,7.00,
02000970,7.60,6.00,9.20,5.75,7.00,7.75,-1,-1,-1,
02000971,8.80,6.50,7.80,8.50,8.25,6.75,-1,-1,-1,
02000972,7.60,9.00,9.60,-1,-1,-1,7.50,9.75,9.50,
02000973,8.00,7.00,8.40,3.75,8.00,7.00,-1,-1,-1,
02000974,8.20,7.00,9.40,7.00,7.00,6.75,-1,-1,-1,
02000975,8.80,7.00,8.40,6.75,5.00,5.00,-1,-1,-1,
02000976,7.60,8.75,9.60,7.50,5.50,7.25,-1,-1,-1,
02000977,6.60,7.25,7.80,-1,-1,-1,7.25,7.25,8.50,
02000978,5.60,7.50,8.00,5.25,5.25,5.50,-1,-1,-1,
02000979,5.80,7.50,7.40,-1,-1,-1,6.75,7.50,8.00,
02000980,7.80,7.25,7.20,8.00,7.75,6.75,-1,-1,-1,
02000981,6.60,8.75,6.40,4.00,8.00,6.25,-1,-1,-1,
02000982,7.20,7.00,7.40,6.50,5.25,5.50,-1,-1,-1,
02000983,7.80,7.75,8.60,-1,-1,-1,8.50,7.75,9.00,
02000984,6.80,6.75,7.00,-1,-1,-1,7.00,6.75,8.25,
02000985,7.60,7.75,5.80,-1,-1,-1,7.50,8.00,8.00,
02000986,7.20,9.00,8.80,-1,-1,-1,8.25,8.00,8.75,
02000987,6.60,7.00,8.00,-1,-1,-1,8.00,7.75,9.00,
02000988,7.00,8.00,7.20,5.75,4.50,4.25,-1,-1,-1,
02000989,8.60,8.00,8.80,9.00,7.00,7.75,-1,-1,-1,
02000990,8.40,8.00,8.00,8.00,8.00,6.75,-1,-1,-1,
02000991,8.80,8.00,9.00,7.00,4.50,5.50,-1,-1,-1,
02000992,5.60,7.50,4.80,-1,-1,-1,7.00,6.50,7.00,
02000993,8.80,7.50,8.60,9.25,6.50,6.50,-1,-1,-1,
02000994,5.00,7.25,9.00,-1,-1,-1,5.00,6.00,7.75,
02000995,5.20,4.75,4.60,-1,-1,-1,6.25,6.50,8.00,
02000996,6.80,7.50,-1,5.00,6.25,8.50,-1,-1,-1,
02000997,8.00,6.75,9.20,7.50,5.25,5.75,-1,-1,-1,
02000998,7.60,6.50,5.80,4.50,8.25,7.25,-1,-1,-1,
02000999,7.20,6.50,9.20,-1,-1,-1,7.75,8.00,9.00,
02001000,8.20,7.00,9.60,4.25,4.75,4.75,-1,-1,-1,
02001001,6.00,6.00,7.00,-1,-1,-1,6.25,8.00,8.25,
02001002,8.20,7.00,9.60,5.75,8.75,8.75,-1,-1,-1,
02001003,8.40,7.00,8.40,7.25,7.75,7.00,-1,-1,-1,
02001004,6.20,7.50,9.40,6.25,5.25,6.50,-1,-1,-1,
02001005,8.00,7.50,9.00,4.00,7.00,8.25,-1,-1,-1,
02001006,7.80,5.50,8.00,7.75,4.25,5.75,-1,-1,-1,
02001007,8.00,6.75,6.40,3.25,9.00,8.50,-1,-1,-1,
02001008,8.60,7.25,8.40,-1,-1,-1,7.50,8.50,8.75,
02001009,7.60,8.00,8.20,-1,-1,-1,5.50,7.25,8.75,
02001010,8.60,7.25,6.80,8.00,4.50,6.50,-1,-1,-1,
